post,is_stress,stress_kind
Worrying about being able to afford basic necessities like toilet paper.,1,Financial Problem
WORRYING ABOUT EXPOSURE TO COVID AT THE HOSPITAL WHERE I WORK,1,Work
worrying about meeting financial obligations and paying bills,1,Financial Problem
worrying about money and either i can pay my bills,1,Financial Problem
worrying about my daughter being  sick at college and not there to take care of,1,"Health, Fatigue, or Physical Pain"
worrying about my ddaughter getting into school,1,Family Issues
worrying about my high risk family getting sick with the covid 19 virus,1,Family Issues
Worrying about my parents getting sick,1,"Health, Fatigue, or Physical Pain"
worrying about my son finding a job,1,Family Issues
worrying about some pain in the ribs,1,"Health, Fatigue, or Physical Pain"
Worrying about the future due to the COVID-19 virus.,1,Financial Problem
Wow how did you know. My job let me go because of COVID-19,1,Financial Problem
Wow!! Today was so crazy you would not believe.,1,Work
wow. thanks for asking. i have been stressing out about my student loan.,1,Financial Problem
yeah finding a job that earns more $$$$,1,Financial Problem
"yes i have a problem because of my family, my  financial situation is very worst",1,Financial Problem
yesterday i had a stressful situation at my work place.,1,Work
Yo I'm hate my job right now,1,Work
yo! heavy workload this wk!,1,Work
you are what has been stressing me out friend,1,Social Relationships
You know my daughter lives in NYC and I m concerned about her.,1,Family Issues
"You know, current events... the world is crazy right now",1,Other
you need to keep going. do not give up.,1,Family Issues
you texting me too much.,1,Emotional Turmoil
My stomach hurts when I get stressed.,1,"Health, Fatigue, or Physical Pain"
Stomach aches stress me out.,1,"Health, Fatigue, or Physical Pain"
"Back hurts, stomach hurts, I have a stomach ache.",1,"Health, Fatigue, or Physical Pain"
"my stomach still hurts to bad. along with my head, and chest pains.",1,"Health, Fatigue, or Physical Pain"
My stomach hurts and I have a headache.,1,"Health, Fatigue, or Physical Pain"
My stomach hurts a lot from stress.,1,"Health, Fatigue, or Physical Pain"
So I'm feeling sick and have bad back cramps. Plus,1,"Health, Fatigue, or Physical Pain"
its making me stressed and that leads to my stomache hurting.,1,"Health, Fatigue, or Physical Pain"
"this entry kinda sucked, but i'm tired, so i'm qoinq to bed.",0,"Health, Fatigue, or Physical Pain"
"Ok, I've been up on too little sleep too long, and the Bad Influence is telling me to get to bed.",1,"Health, Fatigue, or Physical Pain"
"However, napping now makes me stay up late, sleep in late, not get to the library with enough time to get any work done, blah blah blah.",1,"Health, Fatigue, or Physical Pain"
I either sleep too much or I'm up all night like I am now trying to find a way to make myself tired.,1,"Health, Fatigue, or Physical Pain"
i was so tired though that i went to bed at 1.,0,"Health, Fatigue, or Physical Pain"
I am supa dupa tired though so I am off to bed for the night!,0,"Health, Fatigue, or Physical Pain"
I'm tired and not sleeping great.,1,"Health, Fatigue, or Physical Pain"
It's like I'm not sleeping too well.,1,"Health, Fatigue, or Physical Pain"
The downside is that I haven't been sleeping well.,1,"Health, Fatigue, or Physical Pain"
"I'm not in a very excited mood at the moment, just tired.",0,"Health, Fatigue, or Physical Pain"
"I don't handle stress very well, I think.",1,"Health, Fatigue, or Physical Pain"
The problem is that I don't sleep very well.,1,"Health, Fatigue, or Physical Pain"
His health isn't so great.,1,"Health, Fatigue, or Physical Pain"
"Ah, nothing, I just don't feel that well, im pretty tired.",1,"Health, Fatigue, or Physical Pain"
but I didn't sleep very well.,1,"Health, Fatigue, or Physical Pain"
"I am sore, and I am tired.",1,"Health, Fatigue, or Physical Pain"
So yeah I'm tired and sore.,1,"Health, Fatigue, or Physical Pain"
I'm tired and I'm sore.,1,"Health, Fatigue, or Physical Pain"
"i'm tired. tired mentally, emotionally and physically",1,"Health, Fatigue, or Physical Pain"
I was tired and sore.,1,"Health, Fatigue, or Physical Pain"
"but yeah, now I am feeling way tired, a bit on the sore side and fatigued.",1,"Health, Fatigue, or Physical Pain"
"Now I feel sick, my back hurts badly, and I have a terrible headache.",1,"Health, Fatigue, or Physical Pain"
I have a terrible headache.,1,"Health, Fatigue, or Physical Pain"
LOL I have a terrible headache.,1,"Health, Fatigue, or Physical Pain"
I feel like a bad person XD And I am sore and tired and I have a headache,1,"Health, Fatigue, or Physical Pain"
"My neck and back are aching, and I have a horrible headache.",1,"Health, Fatigue, or Physical Pain"
So bad that i now have a massive headache!!!!!,1,"Health, Fatigue, or Physical Pain"
"i feel like hell. my neck is thick with knots, and i have a tension headache. i`m tired and stuffed up with allergies. and those are merely the physical problems.",1,"Health, Fatigue, or Physical Pain"
Problem with me feeling better is that it's harder and harder to convince myself I need to eat healthy.,1,"Health, Fatigue, or Physical Pain"
"He needs to start eating, though, and his lack of appetite is discouraging.",1,"Health, Fatigue, or Physical Pain"
I do my best to eat leftovers before things spoil but my appetite flucuates so much now that I may not be able to.,1,"Health, Fatigue, or Physical Pain"
"food sounds so gross right now, but my stoamch hurts, so i think i have to find something to eat.",1,"Health, Fatigue, or Physical Pain"
i'm hungry but my stomach is thinking differently ughh gnite.,1,"Health, Fatigue, or Physical Pain"
"i'm hungry, but when i try to eat, i start feeling all sick.",1,"Health, Fatigue, or Physical Pain"
I am extremely tired today I can not seem to stay awake. I need to eat some good food.,1,"Health, Fatigue, or Physical Pain"
"It's weird though, like I think I feel hungry then the thought of food makes me feel like throwing up.",1,"Health, Fatigue, or Physical Pain"
"My arms, shoulders, legs and ass muscles are sore.",1,"Health, Fatigue, or Physical Pain"
Working makes my back hurt.,1,"Health, Fatigue, or Physical Pain"
"My back aches, my chest, my legs, my arms.",1,"Health, Fatigue, or Physical Pain"
my back muscles now ache from the overuse.,1,"Health, Fatigue, or Physical Pain"
my muscles are sore today.,1,"Health, Fatigue, or Physical Pain"
"You may suffer from low energy, allergies, or some kind of chronic health problem.",1,"Health, Fatigue, or Physical Pain"
I may have broken my foot.,1,"Health, Fatigue, or Physical Pain"
I think I might end up spraining it if I don't get a brace for it or something.,1,"Health, Fatigue, or Physical Pain"
"A hurt ankle on one leg, the other might have shin splints, a sore arm, and a smashed finger which is bruised and looks really gross.",1,"Health, Fatigue, or Physical Pain"
"Stressed out, and can't sleep.",1,"Health, Fatigue, or Physical Pain"
"In pain, muscles refusing to work.",1,"Health, Fatigue, or Physical Pain"
my head hurts and im tired and i cant sleep.,1,"Health, Fatigue, or Physical Pain"
"im tired tho, dont know if ill be able to stay awake.",1,"Health, Fatigue, or Physical Pain"
Couldn't pay attention bc of my tiredness.,0,"Health, Fatigue, or Physical Pain"
"i cant sleep and im soo tired. not just physically, but mentally.",1,"Health, Fatigue, or Physical Pain"
"And then when I'm not working or on the go I get so exhausted, that I can hardly move.",1,"Health, Fatigue, or Physical Pain"
"Simply because when you're tired you don't think and feel straight, right?",1,"Health, Fatigue, or Physical Pain"
I am so tired I like can't wake myself up.,1,"Health, Fatigue, or Physical Pain"
Once I get into work we have all sorts of problems that keep me tied up until noon.,1,"Health, Fatigue, or Physical Pain"
so today i'm like massively tired which sucks cause i'm working and i need to be able to consentrate especailly in the mornings cause it's very busy!!,1,"Health, Fatigue, or Physical Pain"
